Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Atom E680T,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45 nm,N/A,4 W,"Sep 14th, 2010"
Atom N455,Pineview,1  / 2,1667 MHz,BGA 559,45 nm,N/A,7 W,"Jun 1st, 2010"
Atom N470,Pineview,1  / 2,1834 MHz,BGA 559,45 nm,N/A,7 W,"Mar 1st, 2010"
Atom N475,Pineview,1  / 2,1834 MHz,BGA 559,45 nm,N/A,7 W,"Jun 1st, 2010"
Atom N550,Pineview,2  / 4,1500 MHz,BGA 559,45 nm,N/A,9 W,"Aug 23rd, 2010"
Atom Z560,Silverthorne,1  / 2,2.133 GHz,BGA 441,45 nm,N/A,2 W,"Jun 1st, 2010"
Atom Z600,Lincroft,1 ,1200 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z605,Lincroft,1 ,1000 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Atom Z610,Lincroft,1 ,800 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z612,Lincroft,1 ,900 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z615,Lincroft,1 ,1600 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Atom Z620,Lincroft,1 ,900 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z625,Lincroft,1 ,1900 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Aubrey Isle,Knights Ferry,32  / 128,1200 MHz,PCIe x16,45 nm,N/A,300 W,"May 31st, 2010"
Celeron E3400,Wolfdale,2 ,2.6 GHz,Socket 775,45 nm,N/A,65 W,"Jan 17th, 2010"
Celeron E3500,Wolfdale,2 ,2.7 GHz,Socket 775,45 nm,N/A,65 W,"Aug 29th, 2010"
Celeron G1101,Clarkdale,2 ,2.266 GHz,Socket 1156,32 nm,2MB,73 W,"Jan 7th, 2010"
Celeron P1053,Jasper Forest,1  / 2,1333 MHz,Socket 1366,45 nm,2MB,30 W,"Feb 12th, 2010"
Core i3-350M,Arrandale,2  / 4,2.267 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i3-370M,Arrandale,2  / 4,2.4 GHz,Socket G1,32 nm,3MB,35 W,"Jun 20th, 2010"
Core i3-380M,Arrandale,2  / 4,2.534 GHz,Socket G1,32 nm,3MB,35 W,"Oct 26th, 2010"
Core i3-530,Clarkdale,2  / 4,2.933 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i3-540,Clarkdale,2  / 4,3.066 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i3-550,Clarkdale,2  / 4,3.2 GHz,Socket 1156,32 nm,4MB,73 W,"May 30th, 2010"
Core i3-560,Clarkdale,2  / 4,3.333 GHz,Socket 1156,32 nm,4MB,73 W,"Aug 29th, 2010"
Core i5-430M,Arrandale,2  / 4,2.267 to 2.534 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i5-450M,Arrandale,2  / 4,2.4 to 2.666 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-460M,Arrandale,2  / 4,2.534 to 2.8 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-540M,Arrandale,2  / 4,2.533 to 3.073 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i5-560M,Arrandale,2  / 4,2.667 to 3.2 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-580M,Arrandale,2  / 4,2.667 to 3.333 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-650,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-655K,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,"May 30th, 2010"
Core i5-660,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-661,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,87 W,"Jan 7th, 2010"
Core i5-670,Clarkdale,2  / 4,3.466 to 3.733 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-680,Clarkdale,2  / 4,3.6 to 3.866 GHz,Socket 1156,32 nm,4MB,73 W,"Apr 19th, 2010"
Core i5-750s,Lynnfield,4 ,2.4 to 3.2 GHz,Socket 1156,45 nm,8MB,82 W,"Jan 7th, 2010"
Core i5-760,Lynnfield,4 ,2.8 to 3.333 GHz,Socket 1156,45 nm,8MB,95 W,"Jul 18th, 2010"
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,Socket G1,32 nm,4MB,35 W,"Jan 7th, 2010"
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,BGA1288,32 nm,4MB,35 W,"Jan 7th, 2010"
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,Socket G1,32 nm,4MB,35 W,"Sep 1st, 2010"
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,BGA1288,32 nm,4MB,35 W,"Sep 1st, 2010"
Core i7-860S,Lynnfield,4  / 8,2.533 to 3.466 GHz,Socket 1156,45 nm,8MB,82 W,"Jan 7th, 2010"
Core i7-870S,Lynnfield,4  / 8,2.666 to 3.6 GHz,Socket 1156,45 nm,8MB,82 W,"Jul 19th, 2010"
Core i7-875K,Lynnfield,4  / 8,2.933 to 3.6 GHz,Socket 1156,45 nm,8MB,95 W,"May 30th, 2010"
Core i7-880,Lynnfield,4  / 8,3.066 to 3.733 GHz,Socket 1156,45 nm,8MB,95 W,"May 30th, 2010"
Core i7-930,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45 nm,8MB,130 W,"Feb 28th, 2010"
Core i7-970,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32 nm,12MB,130 W,"Jul 19th, 2010"
Core i7-980X,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Pentium Dual-Core T4500,Penryn,2 ,2.3 GHz,Socket P,45 nm,N/A,35 W,"Jan 1st, 2010"
Pentium E5500,Wolfdale,2 ,2.8 GHz,Socket 775,45 nm,N/A,65 W,"Apr 18th, 2010"
Pentium E5700,Wolfdale,2 ,3 GHz,Socket 775,45 nm,N/A,65 W,"Aug 8th, 2010"
Pentium E5800,Wolfdale,2 ,3.2 GHz,Socket 775,45 nm,N/A,65 W,"Nov 28th, 2010"
Pentium E6600,Wolfdale,2 ,3.067 GHz,Socket 775,45 nm,N/A,65 W,"Jan 17th, 2010"
Pentium E6700,Wolfdale,2 ,3.2 GHz,Socket 775,45 nm,N/A,65 W,"May 30th, 2010"
Pentium E6800,Wolfdale,2 ,3.333 GHz,Socket 775,45 nm,N/A,65 W,"Aug 29th, 2010"
Pentium G6950,Clarkdale,2 ,2.8 GHz,Socket 1156,32 nm,3MB,73 W,"Jan 7th, 2010"
Pentium G6951,Clarkdale,2 ,2.8 GHz,Socket 1156,32 nm,3MB,73 W,"Sep 1st, 2010"
Pentium P6000,Arrandale,2 ,1877 MHz,Socket G1,32 nm,3MB,35 W,"Jun 20th, 2010"
Pentium P6100,Arrandale,2 ,2000 MHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Pentium P6200,Arrandale,2 ,2.133 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Pentium U5400,Arrandale,2 ,1200 MHz,BGA1288,32 nm,3MB,18 W,"May 25th, 2010"
Xeon E5503,Gainestown,2 ,2000 MHz,Socket 1366,45 nm,4MB,80 W,"Mar 16th, 2010"
Xeon E5507,Gainestown,4 ,2.266 GHz,Socket 1366,45 nm,4MB,80 W,"Mar 16th, 2010"
Xeon E5620,Westmere-EP,4  / 8,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5630,Westmere-EP,4  / 8,2.533 to 2.8 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5640,Westmere-EP,4  / 8,2.666 to 2.933 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5645,Westmere-EP,6  / 12,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon L5609,Westmere-EP,4 ,1866 MHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5618,Westmere-EP,4  / 8,1.866 to 2.266 GHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5630,Westmere-EP,4  / 8,2.133 to 2.4 GHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5638,Westmere-EP,6  / 12,2 to 2.4 GHz,Socket 1366,32 nm,12MB,60 W,"Mar 16th, 2010"
Xeon L5640,Westmere-EP,6  / 12,2.266 to 2.8 GHz,Socket 1366,32 nm,12MB,60 W,"Mar 16th, 2010"
Xeon W3530,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45 nm,8MB,130 W,"Mar 16th, 2010"
Xeon W3670,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32 nm,12MB,130 W,"Aug 29th, 2010"
Xeon W3680,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Xeon X5650,Westmere-EP,6  / 12,2.666 to 3.066 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5660,Westmere-EP,6  / 12,2.8 to 3.2 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5667,Westmere-EP,4  / 8,3.066 to 3.466 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5670,Westmere-EP,6  / 12,2.933 to 3.333 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5677,Westmere-EP,4  / 8,3.466 to 3.733 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Xeon X5680,Westmere-EP,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 14th, 2010"
Atom D410,Pineview,1  / 2,1667 MHz,BGA 437,45 nm,N/A,10 W,"Jan 4th, 2010"
Atom D425,Pineview,1  / 2,1834 MHz,BGA 437,45 nm,N/A,10 W,"Jun 21st, 2010"
Atom D525,Pineview,2  / 4,1834 MHz,BGA 437,45 nm,N/A,13 W,"Jun 21st, 2010"
Atom E620,Tunnel Creek,1  / 2,600 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E620T,Tunnel Creek,1  / 2,600 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E625C,Stellarton,1  / 2,600 MHz,BGA1466,45 nm,N/A,3 W,"Nov 22nd, 2010"
Atom E625CT,Stellarton,1  / 2,600 MHz,BGA1466,45 nm,N/A,3 W,"Nov 22nd, 2010"
Atom E640,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E640T,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E645C,Stellarton,1  / 2,1000 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E645CT,Stellarton,1  / 2,1000 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E660,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E660T,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E665C,Stellarton,1  / 2,1300 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E665CT,Stellarton,1  / 2,1300 MHz,BGA1466,45 nm,N/A,7 W,"Nov 22nd, 2010"
Atom E680,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45 nm,N/A,4 W,"Sep 14th, 2010"
Atom E680T,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45 nm,N/A,4 W,"Sep 14th, 2010"
Atom N455,Pineview,1  / 2,1667 MHz,BGA 559,45 nm,N/A,7 W,"Jun 1st, 2010"
Atom N470,Pineview,1  / 2,1834 MHz,BGA 559,45 nm,N/A,7 W,"Mar 1st, 2010"
Atom N475,Pineview,1  / 2,1834 MHz,BGA 559,45 nm,N/A,7 W,"Jun 1st, 2010"
Atom N550,Pineview,2  / 4,1500 MHz,BGA 559,45 nm,N/A,9 W,"Aug 23rd, 2010"
Atom Z560,Silverthorne,1  / 2,2.133 GHz,BGA 441,45 nm,N/A,2 W,"Jun 1st, 2010"
Atom Z600,Lincroft,1 ,1200 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z605,Lincroft,1 ,1000 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Atom Z610,Lincroft,1 ,800 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z612,Lincroft,1 ,900 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z615,Lincroft,1 ,1600 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Atom Z620,Lincroft,1 ,900 MHz,BGA 518,45 nm,N/A,1 W,"May 4th, 2010"
Atom Z625,Lincroft,1 ,1900 MHz,BGA 518,45 nm,N/A,2 W,"May 4th, 2010"
Aubrey Isle,Knights Ferry,32  / 128,1200 MHz,PCIe x16,45 nm,N/A,300 W,"May 31st, 2010"
Celeron E3400,Wolfdale,2 ,2.6 GHz,Socket 775,45 nm,N/A,65 W,"Jan 17th, 2010"
Celeron E3500,Wolfdale,2 ,2.7 GHz,Socket 775,45 nm,N/A,65 W,"Aug 29th, 2010"
Celeron G1101,Clarkdale,2 ,2.266 GHz,Socket 1156,32 nm,2MB,73 W,"Jan 7th, 2010"
Celeron P1053,Jasper Forest,1  / 2,1333 MHz,Socket 1366,45 nm,2MB,30 W,"Feb 12th, 2010"
Core i3-350M,Arrandale,2  / 4,2.267 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i3-370M,Arrandale,2  / 4,2.4 GHz,Socket G1,32 nm,3MB,35 W,"Jun 20th, 2010"
Core i3-380M,Arrandale,2  / 4,2.534 GHz,Socket G1,32 nm,3MB,35 W,"Oct 26th, 2010"
Core i3-530,Clarkdale,2  / 4,2.933 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i3-540,Clarkdale,2  / 4,3.066 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i3-550,Clarkdale,2  / 4,3.2 GHz,Socket 1156,32 nm,4MB,73 W,"May 30th, 2010"
Core i3-560,Clarkdale,2  / 4,3.333 GHz,Socket 1156,32 nm,4MB,73 W,"Aug 29th, 2010"
Core i5-430M,Arrandale,2  / 4,2.267 to 2.534 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i5-450M,Arrandale,2  / 4,2.4 to 2.666 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-460M,Arrandale,2  / 4,2.534 to 2.8 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-540M,Arrandale,2  / 4,2.533 to 3.073 GHz,Socket G1,32 nm,3MB,35 W,"Jan 7th, 2010"
Core i5-560M,Arrandale,2  / 4,2.667 to 3.2 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-580M,Arrandale,2  / 4,2.667 to 3.333 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Core i5-650,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-655K,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,"May 30th, 2010"
Core i5-660,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-661,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,87 W,"Jan 7th, 2010"
Core i5-670,Clarkdale,2  / 4,3.466 to 3.733 GHz,Socket 1156,32 nm,4MB,73 W,"Jan 7th, 2010"
Core i5-680,Clarkdale,2  / 4,3.6 to 3.866 GHz,Socket 1156,32 nm,4MB,73 W,"Apr 19th, 2010"
Core i5-750s,Lynnfield,4 ,2.4 to 3.2 GHz,Socket 1156,45 nm,8MB,82 W,"Jan 7th, 2010"
Core i5-760,Lynnfield,4 ,2.8 to 3.333 GHz,Socket 1156,45 nm,8MB,95 W,"Jul 18th, 2010"
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,Socket G1,32 nm,4MB,35 W,"Jan 7th, 2010"
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,BGA1288,32 nm,4MB,35 W,"Jan 7th, 2010"
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,Socket G1,32 nm,4MB,35 W,"Sep 1st, 2010"
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,BGA1288,32 nm,4MB,35 W,"Sep 1st, 2010"
Core i7-860S,Lynnfield,4  / 8,2.533 to 3.466 GHz,Socket 1156,45 nm,8MB,82 W,"Jan 7th, 2010"
Core i7-870S,Lynnfield,4  / 8,2.666 to 3.6 GHz,Socket 1156,45 nm,8MB,82 W,"Jul 19th, 2010"
Core i7-875K,Lynnfield,4  / 8,2.933 to 3.6 GHz,Socket 1156,45 nm,8MB,95 W,"May 30th, 2010"
Core i7-880,Lynnfield,4  / 8,3.066 to 3.733 GHz,Socket 1156,45 nm,8MB,95 W,"May 30th, 2010"
Core i7-930,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45 nm,8MB,130 W,"Feb 28th, 2010"
Core i7-970,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32 nm,12MB,130 W,"Jul 19th, 2010"
Core i7-980X,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Pentium Dual-Core T4500,Penryn,2 ,2.3 GHz,Socket P,45 nm,N/A,35 W,"Jan 1st, 2010"
Pentium E5500,Wolfdale,2 ,2.8 GHz,Socket 775,45 nm,N/A,65 W,"Apr 18th, 2010"
Pentium E5700,Wolfdale,2 ,3 GHz,Socket 775,45 nm,N/A,65 W,"Aug 8th, 2010"
Pentium E5800,Wolfdale,2 ,3.2 GHz,Socket 775,45 nm,N/A,65 W,"Nov 28th, 2010"
Pentium E6600,Wolfdale,2 ,3.067 GHz,Socket 775,45 nm,N/A,65 W,"Jan 17th, 2010"
Pentium E6700,Wolfdale,2 ,3.2 GHz,Socket 775,45 nm,N/A,65 W,"May 30th, 2010"
Pentium E6800,Wolfdale,2 ,3.333 GHz,Socket 775,45 nm,N/A,65 W,"Aug 29th, 2010"
Pentium G6950,Clarkdale,2 ,2.8 GHz,Socket 1156,32 nm,3MB,73 W,"Jan 7th, 2010"
Pentium G6951,Clarkdale,2 ,2.8 GHz,Socket 1156,32 nm,3MB,73 W,"Sep 1st, 2010"
Pentium P6000,Arrandale,2 ,1877 MHz,Socket G1,32 nm,3MB,35 W,"Jun 20th, 2010"
Pentium P6100,Arrandale,2 ,2000 MHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Pentium P6200,Arrandale,2 ,2.133 GHz,Socket G1,32 nm,3MB,35 W,"Sep 26th, 2010"
Pentium U5400,Arrandale,2 ,1200 MHz,BGA1288,32 nm,3MB,18 W,"May 25th, 2010"
Xeon E5503,Gainestown,2 ,2000 MHz,Socket 1366,45 nm,4MB,80 W,"Mar 16th, 2010"
Xeon E5507,Gainestown,4 ,2.266 GHz,Socket 1366,45 nm,4MB,80 W,"Mar 16th, 2010"
Xeon E5620,Westmere-EP,4  / 8,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5630,Westmere-EP,4  / 8,2.533 to 2.8 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5640,Westmere-EP,4  / 8,2.666 to 2.933 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon E5645,Westmere-EP,6  / 12,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,"Mar 16th, 2010"
Xeon L5609,Westmere-EP,4 ,1866 MHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5618,Westmere-EP,4  / 8,1.866 to 2.266 GHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5630,Westmere-EP,4  / 8,2.133 to 2.4 GHz,Socket 1366,32 nm,12MB,40 W,"Mar 16th, 2010"
Xeon L5638,Westmere-EP,6  / 12,2 to 2.4 GHz,Socket 1366,32 nm,12MB,60 W,"Mar 16th, 2010"
Xeon L5640,Westmere-EP,6  / 12,2.266 to 2.8 GHz,Socket 1366,32 nm,12MB,60 W,"Mar 16th, 2010"
Xeon W3530,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45 nm,8MB,130 W,"Mar 16th, 2010"
Xeon W3670,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32 nm,12MB,130 W,"Aug 29th, 2010"
Xeon W3680,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Xeon X5650,Westmere-EP,6  / 12,2.666 to 3.066 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5660,Westmere-EP,6  / 12,2.8 to 3.2 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5667,Westmere-EP,4  / 8,3.066 to 3.466 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5670,Westmere-EP,6  / 12,2.933 to 3.333 GHz,Socket 1366,32 nm,12MB,95 W,"Mar 16th, 2010"
Xeon X5677,Westmere-EP,4  / 8,3.466 to 3.733 GHz,Socket 1366,32 nm,12MB,130 W,"Mar 16th, 2010"
Xeon X5680,Westmere-EP,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 14th, 2010"
Atom CE4100,Sodaville,1 ,1200 MHz,BGA 951,45 nm,N/A,7 W,"Sep 24th, 2009"
Atom CE4130,Sodaville,1 ,1200 MHz,BGA 951,45 nm,N/A,7 W,"Sep 24th, 2009"
Atom CE4150,Sodaville,1 ,1200 MHz,BGA 951,45 nm,N/A,7 W,"Sep 24th, 2009"
Atom D510,Pineview,2  / 4,1667 MHz,BGA 437,45 nm,N/A,13 W,"Dec 21st, 2009"
Atom N450,Pineview,1  / 2,1667 MHz,BGA 559,45 nm,N/A,6 W,"Dec 21st, 2009"
Atom Z510P,Silverthorne,1  / 2,1100 MHz,BGA 437,45 nm,N/A,2 W,"Mar 2nd, 2009"
Atom Z510PT,Silverthorne,1  / 2,1100 MHz,BGA 437,45 nm,N/A,2 W,"Mar 2nd, 2009"
Atom Z515,Silverthorne,1 ,1200 MHz,BGA 441,45 nm,N/A,1 W,"Apr 8th, 2009"
Atom Z520PT,Silverthorne,1  / 2,1334 MHz,BGA 437,45 nm,N/A,2 W,"Mar 2nd, 2009"
Atom Z530P,Silverthorne,1  / 2,1600 MHz,BGA 437,45 nm,N/A,2 W,"Mar 2nd, 2009"
Atom Z550,Silverthorne,1  / 2,2000 MHz,BGA 441,45 nm,N/A,2 W,"Apr 8th, 2009"
Celeron E1600,Allendale,2 ,2.4 GHz,Socket 775,65 nm,N/A,65 W,"May 31st, 2009"
Celeron E3200,Wolfdale,2 ,2.4 GHz,Socket 775,45 nm,N/A,65 W,"Aug 30th, 2009"
Celeron E3300,Wolfdale,2 ,2.5 GHz,Socket 775,45 nm,N/A,65 W,"Aug 30th, 2009"
Core 2 Duo E7500,Wolfdale,2 ,2.933 GHz,Socket 775,45 nm,N/A,65 W,"Jan 10th, 2009"
Core 2 Duo E7600,Wolfdale,2 ,3.067 GHz,Socket 775,45 nm,N/A,65 W,"May 10th, 2009"
Core 2 Quad Q7600,Yorkfield,4 ,2.7 GHz,Socket 775,45 nm,N/A,95 W,"Aug 31st, 2009"
Core 2 Quad Q8200S,Yorkfield,4 ,2.333 GHz,Socket 775,45 nm,N/A,65 W,"Jan 18th, 2009"
Core 2 Quad Q8400,Yorkfield,4 ,2.666 GHz,Socket 775,45 nm,N/A,95 W,"Apr 19th, 2009"
Core 2 Quad Q8400S,Yorkfield,4 ,2.666 GHz,Socket 775,45 nm,N/A,65 W,"Apr 19th, 2009"
Core 2 Quad Q9400S,Yorkfield,4 ,2.666 GHz,Socket 775,45 nm,N/A,65 W,"Jan 18th, 2009"
Core 2 Quad Q9550S,Yorkfield,4 ,2.833 GHz,Socket 775,45 nm,N/A,65 W,"Jan 27th, 2009"
Core 2 Solo ULV SU3500,Penryn-L,1 ,1400 MHz,BGA 956,45 nm,N/A,5 W,"Mar 29th, 2009"
Core i5-750,Lynnfield,4 ,2.666 to 3.2 GHz,Socket 1156,45 nm,8MB,95 W,"Sep 8th, 2009"
Core i7-860,Lynnfield,4  / 8,2.8 to 3.466 GHz,Socket 1156,45 nm,8MB,95 W,"Sep 8th, 2009"
Core i7-870,Lynnfield,4  / 8,2.933 to 3.6 GHz,Socket 1156,45 nm,8MB,95 W,"Sep 8th, 2009"
Core i7-950,Bloomfield,4  / 8,3.066 to 3.333 GHz,Socket 1366,45 nm,8MB,130 W,"Jun 2nd, 2009"
Core i7-960,Bloomfield,4  / 8,3.2 to 3.466 GHz,Socket 1366,45 nm,8MB,130 W,"Oct 20th, 2009"
Core i7-975,Bloomfield,4  / 8,3.333 to 3.6 GHz,Socket 1366,45 nm,8MB,130 W,"Jun 2nd, 2009"
Pentium Dual-Core E2210,Wolfdale,2 ,2.2 GHz,Socket 775,45 nm,N/A,65 W,"Jun 1st, 2009"
Pentium Dual-Core T4200,Penryn,2 ,2000 MHz,Socket P,45 nm,N/A,35 W,"Jan 1st, 2009"
Pentium Dual-Core T4300,Penryn,2 ,2.1 GHz,Socket P,45 nm,N/A,35 W,"Apr 1st, 2009"
Pentium Dual-Core T4400,Penryn,2 ,2.2 GHz,Socket P,45 nm,N/A,35 W,"Dec 1st, 2009"
Pentium E5400,Wolfdale,2 ,2.7 GHz,Socket 775,45 nm,N/A,65 W,"Jan 18th, 2009"
Pentium E6300,Wolfdale,2 ,2.8 GHz,Socket 775,45 nm,N/A,65 W,"May 9th, 2009"
Pentium E6500,Wolfdale,2 ,2.933 GHz,Socket 775,45 nm,N/A,65 W,"Aug 9th, 2009"
Pentium E6500K,Wolfdale,2 ,2.933 GHz,Socket 775,45 nm,N/A,65 W,"Aug 9th, 2009"
Pentium SU2700,Penryn,1 ,1300 MHz,BGA 956,45 nm,N/A,10 W,"Jun 2nd, 2009"
Pentium SU4100,Penryn,2 ,1300 MHz,BGA 956,45 nm,N/A,10 W,"Sep 1st, 2009"
Xeon E5502,Gainestown,2 ,1866 MHz,Socket 1366,45 nm,4MB,80 W,"Mar 30th, 2009"
Xeon E5504,Gainestown,4 ,2000 MHz,Socket 1366,45 nm,4MB,80 W,"Mar 30th, 2009"
Xeon E5506,Gainestown,4 ,2.133 GHz,Socket 1366,45 nm,4MB,80 W,"Mar 30th, 2009"
